candidate,sample_id,category,unified_loss,quality_level,jump_count,trim_count,off_mask_stitch_length_mm,visible_connector_count,dst_path,target_mask_path,target_pixels,adaptive_target_pixels,stitch_pixels,overlap_pixels,off_target_pixels,adaptive_overlap_pixels,adaptive_off_target_pixels,coverage_ratio,stitch_precision_ratio,adaptive_coverage_ratio,adaptive_stitch_precision_ratio,overfill_outside_adaptive_ratio,line_radius_px,adaptive_precision_radius_px,target_width_mm
public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10669,7157,3512,10301,368,0.9432,0.670822,0.87009,0.965508,0.034492,2,2,90.0
public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10893,7949,2944,10576,317,0.96445,0.729735,0.859837,0.970899,0.029101,2,2,90.0
public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7756,5015,2741,7427,329,0.993857,0.646596,0.934567,0.957581,0.042419,2,2,90.0
public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8394,5832,2562,8079,315,0.98881,0.694782,0.881121,0.962473,0.037527,2,2,90.0
public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_core20_auto_hybrid_skeleton_connect12_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10464,1924,8540,2862,7602,0.255172,0.183869,0.252827,0.273509,0.726491,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton,qd_001,cat,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10374,7086,3288,10184,190,0.933843,0.683054,0.860208,0.981685,0.018315,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton,qd_002,dog,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10485,7891,2594,10381,104,0.957413,0.752599,0.843984,0.990081,0.009919,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton,qd_003,fish,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7277,4864,2413,7170,107,0.963932,0.668407,0.902227,0.985296,0.014704,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton,qd_004,flower,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8066,5811,2255,7996,70,0.985249,0.720431,0.872069,0.991322,0.008678,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton,qd_005,bicycle,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,9983,1795,8188,2657,7326,0.238064,0.179806,0.234717,0.266152,0.733848,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12,qd_001,cat,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10669,7157,3512,10301,368,0.9432,0.670822,0.87009,0.965508,0.034492,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12,qd_002,dog,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10893,7949,2944,10576,317,0.96445,0.729735,0.859837,0.970899,0.029101,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12,qd_003,fish,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7756,5015,2741,7427,329,0.993857,0.646596,0.934567,0.957581,0.042419,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12,qd_004,flower,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8394,5832,2562,8079,315,0.98881,0.694782,0.881121,0.962473,0.037527,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10464,1924,8540,2862,7602,0.255172,0.183869,0.252827,0.273509,0.726491,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10669,7157,3512,10301,368,0.9432,0.670822,0.87009,0.965508,0.034492,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10893,7949,2944,10576,317,0.96445,0.729735,0.859837,0.970899,0.029101,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7756,5015,2741,7427,329,0.993857,0.646596,0.934567,0.957581,0.042419,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8394,5832,2562,8079,315,0.98881,0.694782,0.881121,0.962473,0.037527,2,2,90.0
public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_core20_source_aware_hybrid_skeleton_connect12_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10464,1924,8540,2862,7602,0.255172,0.183869,0.252827,0.273509,0.726491,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10795,7157,3638,10320,475,0.9432,0.662992,0.871695,0.955998,0.044002,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11075,7981,3094,10646,429,0.968333,0.720632,0.865528,0.961264,0.038736,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7799,5015,2784,7427,372,0.993857,0.643031,0.934567,0.952302,0.047698,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8606,5839,2767,8142,464,0.989997,0.67848,0.887992,0.946084,0.053916,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11020,7458,3562,10260,760,0.989125,0.67677,0.90636,0.931034,0.068966,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8464,5839,2625,8227,237,0.967362,0.689863,0.89736,0.971999,0.028001,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12218,8037,4181,11944,274,0.995417,0.6578,0.924959,0.977574,0.022426,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect20_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8728,5877,2851,8541,187,0.995764,0.67335,0.915238,0.978575,0.021425,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10250,6780,3470,9887,363,0.893516,0.661463,0.835121,0.964585,0.035415,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11228,7884,3344,10608,620,0.956564,0.702173,0.862439,0.944781,0.055219,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7431,4741,2690,7089,342,0.939556,0.638003,0.892035,0.953977,0.046023,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8132,5393,2739,7601,531,0.914378,0.663182,0.828989,0.934702,0.065298,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10566,6962,3604,9591,975,0.923342,0.658906,0.847261,0.907723,0.092277,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,7943,5419,2524,7704,239,0.89778,0.682236,0.840314,0.969911,0.030089,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,11642,7691,3951,11435,207,0.952564,0.660625,0.885542,0.98222,0.01778,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min12_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8685,5835,2850,8480,205,0.988648,0.671848,0.908701,0.976396,0.023604,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10250,6780,3470,9887,363,0.893516,0.661463,0.835121,0.964585,0.035415,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11233,7748,3485,10459,774,0.940063,0.689753,0.850325,0.931096,0.068904,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7276,4623,2653,6931,345,0.916171,0.635377,0.872153,0.952584,0.047416,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7809,5224,2585,7307,502,0.885724,0.668972,0.796924,0.935715,0.064285,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,9673,6632,3041,9093,580,0.879576,0.68562,0.803269,0.940039,0.059961,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,7359,4879,2480,7075,284,0.808317,0.662998,0.771706,0.961408,0.038592,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,11234,7427,3807,11068,166,0.919866,0.661118,0.857121,0.985223,0.014777,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min20_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8526,5713,2813,8321,205,0.967977,0.670068,0.891663,0.975956,0.024044,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10371,6888,3483,10008,363,0.907749,0.66416,0.845342,0.964999,0.035001,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11260,7916,3344,10646,614,0.960446,0.70302,0.865528,0.945471,0.054529,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7731,4950,2781,7348,383,0.980975,0.640279,0.924626,0.950459,0.049541,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8326,5561,2765,7802,524,0.942862,0.667908,0.850911,0.937065,0.062935,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10921,7226,3695,9965,956,0.958355,0.661661,0.8803,0.912462,0.087538,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8347,5779,2568,8197,150,0.957422,0.692345,0.894088,0.982029,0.017971,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,11786,7730,4056,11512,274,0.957394,0.655863,0.891505,0.976752,0.023248,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_min8_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8685,5835,2850,8480,205,0.988648,0.671848,0.908701,0.976396,0.023604,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10795,7157,3638,10320,475,0.9432,0.662992,0.871695,0.955998,0.044002,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11201,7981,3220,10713,488,0.968333,0.712526,0.870976,0.956432,0.043568,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7799,5015,2784,7427,372,0.993857,0.643031,0.934567,0.952302,0.047698,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8606,5839,2767,8142,464,0.989997,0.67848,0.887992,0.946084,0.053916,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11274,7458,3816,10276,998,0.989125,0.661522,0.907774,0.911478,0.088522,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8464,5839,2625,8227,237,0.967362,0.689863,0.89736,0.971999,0.028001,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12218,8037,4181,11944,274,0.995417,0.6578,0.924959,0.977574,0.022426,2,2,90.0
public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_all_skeleton_connect30_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8728,5877,2851,8541,187,0.995764,0.67335,0.915238,0.978575,0.021425,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10669,7157,3512,10301,368,0.9432,0.670822,0.87009,0.965508,0.034492,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10893,7949,2944,10576,317,0.96445,0.729735,0.859837,0.970899,0.029101,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7756,5015,2741,7427,329,0.993857,0.646596,0.934567,0.957581,0.042419,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,8394,5832,2562,8079,315,0.98881,0.694782,0.881121,0.962473,0.037527,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10308,7351,2957,10048,260,0.974934,0.713135,0.887633,0.974777,0.025223,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8464,5839,2625,8227,237,0.967362,0.689863,0.89736,0.971999,0.028001,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12218,8037,4181,11944,274,0.995417,0.6578,0.924959,0.977574,0.022426,2,2,90.0
public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_auto_hybrid_skeleton_connect12_trimcap20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8647,5877,2770,8521,126,0.995764,0.679658,0.913095,0.985428,0.014572,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,14851,7585,7266,11575,3276,0.999605,0.51074,0.977701,0.779409,0.220591,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,13693,8224,5469,11831,1862,0.997816,0.600599,0.96187,0.864018,0.135982,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,16064,5046,11018,7947,8117,1.0,0.314119,1.0,0.494709,0.505291,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7809,5224,2585,7307,502,0.885724,0.668972,0.796924,0.935715,0.064285,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11274,7458,3816,10276,998,0.989125,0.661522,0.907774,0.911478,0.088522,2,2,90.0
public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_55_line_domain_guard_low_jump\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8226,5724,2502,7601,625,0.94831,0.695842,0.829079,0.924021,0.075979,2,2,90.0
